Gene,BL1_tvalue,BL2_tvalue,M_tvalue,LAR_tvalue
CHP1_11261.,-2.359124336,1.560089252,0.105393661,0.788286904
XIRP1_165904.,-2.358117833,1.193795472,-0.667042347,0.659594998
SMAD4_4089.,-2.356167289,1.073006935,2.538672655,-0.267170372
VSNL1_7447.,2.355520855,-1.015588905,0.181158444,-0.894551031
KIF15_56992.,-2.354453881,0.314458918,-0.73636727,1.602512004
MTA1_9112.,-2.352088849,2.18634482,1.80743446,-1.804526309
TOMM34_10953.,-2.35171272,1.469274583,-0.75639083,1.649738464
LTK_4058.,2.350700517,-2.938687095,-0.656941842,-0.34149465
HNMT_3176.,-2.348886095,0.464654581,0.431899391,-0.101620181
NCAPD2_9918.,2.347464382,-0.024362173,-0.360115388,-1.886959087
CYR61_3491.,-2.344795961,0.241935862,-0.817773912,1.683500152
PHGR1_644844.,-2.342939496,0.553722708,0.506192505,-0.466504955
DNAJB11_51726.,-2.342265004,1.042223171,1.663791128,-0.767751794
MRPS10_55173.,-2.341179723,2.281091487,-0.163748316,0.022167365
COL18A1_80781.,-2.340563483,1.512231787,-0.356748909,0.495589274
LIG3_3980.,-2.340267376,-0.093951394,1.017869348,-0.987036308
IRF2_3660.,-2.337410384,1.192151389,-0.065195888,-0.548220542
RALB_5899.,-2.337264966,2.360963839,1.846141671,-1.909730816
WDR47_22911.,-2.335780197,2.052625846,-0.018696562,1.532595961
HHLA3_11147.,-2.335060673,0.536719033,1.842057181,-0.35836754
PIP4K2C_79837.,-2.333870996,1.310187972,0.441319695,0.514271232
MISP_126353.,-2.332961673,1.99164663,-0.570260303,0.672045673
C3orf62_375341.,-2.331734038,1.166466823,0.243984608,0.41606573
PTGIS_5740.,-2.331694601,0.707061673,0.320987346,1.029930802
ANKRD17_26057.,-2.331116349,0.671149828,1.71795776,-1.557836666
IL1RN_3557.,-2.330060084,0.778463253,0.623142735,0.706133134
SLC2A11_66035.,2.329712963,-0.731974036,0.619524351,-1.462612871
PTPN4_5775.,-2.328432018,-0.560181552,-0.934197823,0.904249696
ANKRD32_84250.,-2.328212175,1.34200392,0.554069394,0.617770743
SYT10_341359.,-2.326061027,1.107941514,1.144560284,1.204756256
LY6G6C_80740.,-2.325651482,0.720507599,0.405528431,1.760754857
MRPS9_64965.,-2.324470513,1.164080695,0.026376034,-0.364233808
PSMG1_8624.,-2.324341411,0.570700106,0.320227809,-0.513678978
MRPL53_116540.,-2.324047398,0.812738271,0.415954071,-0.997666294
CD79A_973.,2.322940951,-0.737935102,-0.07791678,0.247392499
POLR2J_5439.,-2.322198667,0.185948254,0.313618713,0.262656334
PRSS16_10279.,-2.319772423,1.839624894,0.524909403,1.058184764
MOAP1_64112.,-2.318503125,0.193407784,0.576975679,0.23370815
PHLDB1_23187.,-2.31827739,1.211279843,0.446667555,-0.237548913
ARL14EPL_644100.,-2.317990667,1.75802224,0.626920532,0.578548624
DOCK8_81704.,-2.317811907,1.548346951,0.568509834,-0.26388582
VWA7_80737.,-2.316748001,1.550252645,0.535049865,0.90084279
ZNF346_23567.,-2.316707473,1.084592583,-0.051138119,-0.090187674
C1orf54_79630.,-2.315265512,0.190410144,-0.995714992,0.083226932
CEP85_64793.,-2.314931737,1.95470719,0.33268419,0.121260303
ACSM5_54988.,-2.313971789,0.975418707,-0.89256626,1.711910994
PCDH8_5100.,-2.312061906,0.751377986,0.589567716,0.483356402
ENDOD1_23052.,-2.311585202,2.119719529,1.452688536,-1.035511033
C6orf120_387263.,-2.311032869,2.707835602,-0.00186826,-0.899033156
GJB6_10804.,2.310628217,-0.587594297,-0.265557622,-0.370530015
ELAC1_55520.,-2.310270008,0.68561979,1.155636079,-0.131253069
KRT27_342574.,2.310190737,-1.412600282,0.50522235,-0.769926095
LRRC72_100506049.,2.307258403,0.693494708,-1.042183104,-1.024584297
ENC1_8507.,-2.307256539,1.423083561,0.016280068,-0.227481751
PXDC1_221749.,-2.307217127,1.193271231,0.292429094,-0.12010371
HGSNAT_138050.,-2.305886855,1.48174133,1.363913063,0.066203873
ICMT_23463.,-2.305346317,1.541763015,0.386614386,-0.568270338
ALDH1A1_216.,-2.302658254,-0.423688675,1.018863153,0.580338242
CYP20A1_57404.,-2.302532911,1.807160457,0.928188672,-0.441015158
FBXL22_283807.,-2.301943635,1.325598677,1.215485149,-1.259785155
HIST1H2AE_3012.,-2.300150331,1.69717773,1.015456088,0.16875715
FAM179A_165186.,2.29977015,-1.130894394,-1.046505665,0.795605177
MRPL4_51073.,-2.299009327,1.405110184,0.790271956,-1.151701814
NEIL3_55247.,-2.298042003,-0.080883991,-0.241380243,0.648378015
SV2B_9899.,-2.297271305,1.652411074,0.246778642,0.26245282
BTN2A2_10385.,-2.296861007,1.54778179,-0.663477473,0.946450961
KIAA0930_23313.,-2.293565386,1.981168889,1.100358648,-0.424198383
PKD1L1_168507.,2.292878209,-0.983271492,-1.556657411,0.458235076
CDK2AP2_10263.,-2.292380505,0.632042642,2.381501158,-0.520479279
OR2V2_285659.,-2.290837577,1.547891626,0.92133343,-1.030684359
USP33_23032.,-2.29076906,0.799711471,-0.813385131,0.838677211
ADRBK1_156.,-2.288785856,0.785275998,0.741384083,-0.399953623
FAM219B_57184.,-2.288380581,1.566274616,0.638188286,-0.534452803
ZNF79_7633.,-2.288256902,1.587018479,1.135695284,-0.263636512
PNPT1_87178.,-2.287186891,0.880516129,0.183489242,0.235938818
NLGN2_57555.,2.286503668,-0.132405505,-1.222033663,-0.155780678
CDYL2_124359.,2.285619805,-0.54554419,0.115130197,-2.161466146
PDGFRB_5159.,2.284342127,-1.233721431,-1.750694559,0.24789484
CTBS_1486.,-2.282347711,0.511322512,0.433789325,0.052450437
NRM_11270.,-2.282004195,0.805615166,0.830265688,1.418625326
CAP2_10486.,-2.280473774,2.8851994,0.490864785,1.170455036
PRSS58_136541.,2.277587113,0.037076138,-0.792227101,-0.477890552
GIP_2695.,-2.276356382,-0.069319751,-0.570269815,1.826290829
REXO2_25996.,-2.274809599,0.959096049,0.126780717,0.052778158
LRRC41_10489.,-2.27217301,2.291306143,-0.808180981,1.581368707
MYO18A_399687.,-2.271894893,0.09232465,-1.560197064,2.279908336
BTN3A1_11119.,-2.270739178,1.749855383,-0.744537382,0.67058084
RPP30_10556.,-2.270292678,0.262058584,0.293094501,0.097697458
POLG2_11232.,-2.266695682,-0.328867012,-0.857284482,0.788009569
PROX2_283571.,2.265738693,-0.812445223,-0.555998044,-0.646995201
BRCA1_672.,2.264623098,-0.471340209,0.318323775,-1.554177751
TUBB4B_10383.,-2.264363227,1.755872368,1.193931854,-0.669679039
NRN1_51299.,-2.263799352,1.174122876,1.480967993,-0.006516004
HIST1H4L_8368.,-2.262425768,0.036777745,1.103231811,0.760189986
DYM_54808.,-2.261378995,0.455786828,-0.263921566,1.632675768
TAF11_6882.,-2.26131266,0.527097108,1.511324295,-0.182231698
NPNT_255743.,-2.257943397,1.290358451,1.01713987,-0.631339334
PCF11_51585.,-2.256294956,0.205088263,-0.286606475,0.516141561
CPO_130749.,-2.254419833,2.225374313,1.185837329,0.161014076
PDE5A_8654.,-2.25346377,0.57131246,0.6052867,-0.111569295
ATP4A_495.,2.252400555,-0.046269671,1.621108518,-1.299174536
MMP2_4313.,2.252328811,-0.547905327,-0.126357395,-0.986687612
CAMTA2_23125.,2.251178451,0.743328465,-1.617644764,0.086325474
PRPF39_55015.,-2.249576842,0.547881089,0.280801765,0.448186591
C17orf58_284018.,-2.249502665,0.673660559,-0.598432957,-0.133083803
NAALAD2_10003.,-2.249217778,1.334533292,0.108921979,0.63695926
TGFB1I1_7041.,-2.247744883,1.344478448,0.280304171,-0.401154529
NCOA3_8202.,-2.245870354,-0.968529457,-0.115867088,1.166368962
CDKN2B_1030.,-2.244879375,0.927934015,1.513209405,0.194511531
SEMA4C_54910.,-2.244693686,0.454543118,0.321482389,1.242278202
TMEM201_199953.,-2.244011694,2.53727561,0.309107448,-0.613922749
SLAIN2_57606.,-2.243713459,1.402078831,0.163595608,0.09984494
CMIP_80790.,-2.243388159,1.595405179,2.271418707,-0.818770356
WDFY2_115825.,-2.242339025,-0.138994916,0.911685094,1.122355933
CPSF4_10898.,-2.240258031,1.249787787,0.864003999,-1.070880141
ANGPTL4_51129.,-2.239569447,-0.210883223,0.822186793,0.533227318
FAM208A_23272.,-2.239479018,0.892368603,0.421245291,1.765556238
UCN3_114131.,2.238714319,0.085560967,-1.216065095,-1.009750298
CCT5_22948.,2.235692205,0.02362069,-0.443911391,-1.440192494
CWF19L1_55280.,-2.234887582,0.589934563,-0.048267508,0.971800244
TPP1_1200.,-2.234721554,1.026276401,0.3455776,1.614392763
FOCAD_54914.,-2.234028296,1.410180933,-0.061297055,0.507847444
ZC3H6_376940.,-2.233560991,0.620616549,-1.122032379,1.96458391
ITPKB_3707.,2.233097976,-1.018054464,0.288503301,-0.555618043
HIST3H3_8290.,2.232695442,0.181165648,0.753888113,-2.415876869
DHDDS_79947.,-2.231850157,0.914148145,0.28197726,0.368518111
RPUSD2_27079.,-2.230917982,0.699326294,1.184178017,-1.069697714
KLK1_3816.,-2.230869001,0.701060258,0.506297277,0.591613635
CCT3_7203.,-2.2296825,0.461328038,0.111872453,1.344574866
EIF1_10209.,2.226739091,-0.041775623,-1.483923516,1.000957779
ETV1_2115.,2.226251876,-1.483944473,-0.350722689,0.710923863
ERGIC1_57222.,-2.225317275,2.297574681,0.378994475,0.355787797
CHST5_23563.,2.225164726,-1.715958304,-2.350321857,1.123392197
CHMP2B_25978.,-2.225148023,1.487252742,0.185319994,1.563935157
NELFA_7469.,2.224507715,-1.686168768,-0.879709591,-0.100998336
AXL_558.,2.223658619,-0.081660462,-0.384224517,-0.222586924
CRYGD_1421.,2.22348415,0.18386042,-0.552475781,-2.116362058
PIGC_5279.,-2.222807699,0.71785881,0.801007928,-0.228645117
KIF3A_11127.,-2.221458685,1.007551922,1.322782709,0.298252758
C10orf10_11067.,-2.221421044,-0.264934245,0.045717848,2.050086314
KRT19_3880.,2.221255829,-1.098277654,0.034399133,-0.043191259
BLOC1S5_63915.,-2.220456478,0.468268294,1.304675838,-0.229218215
FHL2_2274.,-2.218773328,-0.023990738,1.183146796,-0.328681211
NUDT3_11165.,-2.218417779,1.057977372,1.876846681,-0.038307969
EIF4EBP2_1979.,-2.217881268,-0.153275054,0.352801606,1.034789218
FAM163B_642968.,2.21782981,0.796708773,0.549582942,-1.861821459
PPIF_10105.,-2.216707593,1.421673974,-1.072319912,0.988493657
L3MBTL1_26013.,-2.216134915,0.806798878,0.808870495,0.027940746
ZNF184_7738.,-2.215611563,1.420588073,0.733708832,0.300318726
RPS27_6232.,-2.214309314,-0.07262615,0.13643349,1.185203909
BAG1_573.,-2.212996842,0.739578489,-0.445054093,0.425311266
OARD1_221443.,-2.212705356,1.277171944,0.870617478,0.456270619
ZFP62_643836.,-2.212356873,0.235384408,0.608627336,0.408878346
ERVFRD.1_405754.,-2.212094568,0.011063874,0.840174527,0.601720991
MAP4K4_9448.,-2.209137365,1.254189557,1.813107217,-0.956938906
RRBP1_6238.,-2.207796726,-0.26212821,0.36801593,1.009666305
DHX16_8449.,-2.20479144,0.342427298,1.067291183,0.982863617
VSTM4_196740.,-2.204552971,0.390949527,-0.989291146,2.150930626
TOMM70A_9868.,-2.203625063,1.07711932,0.91389647,-1.640062911
TMEM14C_51522.,-2.20306497,1.31286325,0.316696107,1.195705381
INTU_27152.,-2.202419858,2.129636282,1.500455952,-0.096591446
PEX11B_8799.,-2.202405441,0.120786907,0.848917664,-0.08500061
MRPL9_65005.,-2.201922394,0.807818704,0.726545603,-0.843763918
DLL3_10683.,2.199693776,-0.521512822,0.543801686,-2.09248979
SLCO3A1_28232.,-2.198143059,2.3498568,-0.520054887,0.843636946
ETAA1_54465.,-2.197869219,-0.02177388,0.508721549,1.212868978
DUSP13_51207.,-2.197598449,0.253574404,0.116083239,-0.212393521
MYOM1_8736.,2.196116299,-1.682581562,-1.512431864,1.406071479
ATP5E_514.,-2.193410488,1.360925838,0.368676129,-0.328124408
MYH8_4626.,2.191213165,-0.071001669,-1.311032002,0.243859934
STARD10_10809.,-2.19119369,1.328084857,-0.395477805,0.886772541
HSCB_150274.,2.19046309,-1.25484077,-0.377632093,-0.15512823
CDC37_11140.,-2.188942973,1.984253897,0.05579346,0.02195358
INPP5K_51763.,2.188560415,-0.71239586,-1.476040052,1.031178879
YY1AP1_55249.,-2.188474217,0.01724452,-1.124296793,0.580533578
SNX14_57231.,-2.188199926,1.059142674,1.417212,-0.379842643
SERPINF2_5345.,2.187985217,-0.478853523,-1.238405676,0.1721251
ANKRD9_122416.,2.186425633,-0.54990614,-1.106668273,-0.281599195
DCAF8_50717.,-2.182398802,0.385565584,0.434856528,0.13813717
BARHL2_343472.,-2.182377351,-0.582223279,-0.439620156,1.768244551
PCDHAC2_56134.,-2.182248314,0.660335726,1.112094395,0.158515527
FOXD3_27022.,-2.181924478,-0.062029812,0.143260187,0.501372916
ZDHHC5_25921.,-2.181782572,2.80200428,0.275148177,-0.900452273
ATAT1_79969.,-2.181207536,0.690259816,0.40463602,1.107608392
MAP1LC3A_84557.,-2.181139785,-0.297362994,1.391495237,-0.409045273
COL6A1_1291.,-2.180407302,1.00159347,-1.129689522,1.20630759
KRTAP10.4_386672.,-2.18034799,0.174815709,-1.411271025,3.14331454
C10orf2_56652.,-2.179827467,0.880309319,-0.220059718,0.070352785
PIGU_128869.,-2.17947547,0.047596957,1.071862402,0.281274298
SLC39A4_55630.,-1.455029242,4.28869585,1.500763187,-2.394857716
LPCAT3_10162.,-1.481153503,4.267670362,-0.110790291,-0.828326928
CLIC3_9022.,-0.913599281,4.160677501,0.854578705,-2.227206623
NUDT14_256281.,-1.064853476,4.141523004,0.132953021,-1.004405108
PLEKHH3_79990.,1.687252908,-4.010705408,-0.618054155,1.10143374
KLHDC1_122773.,1.178044263,-3.980973449,-0.185591678,0.379573076
FUCA1_2517.,-1.109233588,3.897787711,-0.534820589,-0.565479551
CPB2_1361.,0.770700949,-3.893363762,-0.391045509,0.041197176
LPHN1_22859.,-1.445197167,3.803959638,0.15573263,0.041194998
PDCD4_27250.,-1.552210098,3.726232149,-0.421298557,-0.007105771
CTNNBIP1_56998.,-1.555693681,3.722279494,-0.43785879,-0.276792629
FANCF_2188.,0.405104857,-3.672959741,-0.354872158,0.094058171
GALNT8_26290.,-0.772753352,3.667229305,0.458284941,-0.922060552
WFDC12_128488.,-0.435318782,-3.625684597,-0.87807361,2.730533491
PLA2R1_22925.,-1.112505707,3.610658874,0.782819407,-1.593684826
PPFIBP1_8496.,-1.707132292,3.595562136,0.02449509,-0.236244938
SPTSSB_165679.,-1.358080964,3.550756084,0.620966437,-1.1450248
SMG1_23049.,1.490451403,-3.523247852,-0.504011138,0.434421679
ZCWPW2_152098.,-1.351589742,3.47518964,0.364610043,-1.366669697
TPD52L3_89882.,0.903303515,-3.451359059,1.309030755,0.241992253
TAGAP_117289.,-0.589591696,3.448269968,0.71548859,-1.724920121
NRDE2_55051.,1.406741287,-3.441901662,0.290644504,-0.81318624
RYR3_6263.,0.375195424,-3.415276039,1.056180378,0.449676343
UBXN11_91544.,-1.381746702,3.404553405,0.0350632,-0.266382129
C10orf11_83938.,1.140036089,-3.383056826,-0.262996505,0.640159823
HRH2_3274.,-0.763036934,3.379196543,0.859093431,-1.474342605
FBXO2_26232.,-0.90370523,3.299792834,-0.962598823,-0.320600919
AMDHD2_51005.,-0.418547844,3.237954218,-0.234685588,-1.22242234
FBXW5_54461.,-0.942923382,3.23675409,0.842908695,-1.758975997
DNAJC9_23234.,0.441079739,-3.233317347,-0.061794284,0.815498978
GALNT6_11226.,0.359695063,-3.170367373,1.516467454,-0.014870476
TMEM37_140738.,-2.124391327,3.165830688,1.60294382,-1.97982348
IL32_9235.,-0.985910746,3.139726471,-0.056004,0.010929825
IGFL3_388555.,-0.512667559,3.139620739,0.70020565,-0.593178464
HAP1_9001.,1.848047511,-3.130751868,-2.677033023,1.605672746
WDR78_79819.,-1.180113727,3.121588088,-0.242475769,0.331998042
WAPAL_23063.,1.503435958,-3.080767003,1.012501674,-1.05168613
ACAT1_38.,-1.406199542,3.059292924,1.308870023,0.142307692
DTYMK_1841.,-1.105982234,3.055514645,1.991032891,-0.91130725
CLDN23_137075.,-0.207589579,3.043384746,-0.157240777,-0.570906069
CHRDL2_25884.,-1.726996808,3.03046011,0.613417828,-1.078118499
ZNF296_162979.,-1.165427958,3.020269991,2.049227943,-1.423004344
SIRPA_140885.,-0.117545506,2.994052493,0.156264422,-2.050748752
TRPC6_7225.,-0.585553644,2.973471375,0.919104239,-0.369514118
CATSPER4_378807.,-0.564167724,2.961299491,-0.474855409,-0.404455388
CAMK1_8536.,-2.177519849,2.956273958,0.419246637,0.578931018
CTTN_2017.,-1.438737615,2.953905202,0.669805244,0.051236413
PRR5_55615.,-1.079262667,2.937978495,0.593071278,-1.337021837
CNOT10_25904.,-1.439250451,2.920758975,1.715336403,-1.463119088
COPS7A_50813.,-1.190836781,2.910897977,0.740059143,-1.265828608
PRDM2_7799.,-0.496866042,2.899336648,-0.999657412,0.477277386
EIF4E1B_253314.,-1.222432084,2.893485463,0.633490487,-1.049559027
C19orf40_91442.,1.626217863,-2.89112097,0.56017114,0.090661673
TAS2R41_259287.,-0.501320576,2.884973436,0.30468699,-0.046547702
GOLGA6L9_440295.,-0.649680641,2.88467873,0.031683678,0.680997257
SLC8A3_6547.,0.94499545,-2.878767269,-0.211291119,0.170217035
LRRC47_57470.,-1.047315243,2.870746513,-0.542392177,-0.166431769
DPT_1805.,0.035233112,-2.867946576,1.046030702,-0.189844399
KLHL20_27252.,1.346889989,-2.85685554,-0.979672768,1.369459385
MUC7_4589.,0.269793955,-2.852688257,1.024453788,0.602124279
GAD1_2571.,-2.09251452,2.851338145,1.71492952,-1.682335027
CAPN11_11131.,-1.778022534,2.850128835,0.295262484,-1.110105355
HP1BP3_50809.,-1.586902783,2.845519392,-1.405876114,0.382550749
PPM1F_9647.,-1.311004994,2.840229703,1.384579766,-1.096217449
TRIM2_23321.,-0.426788168,2.836073356,1.817447094,-3.140245747
LUC7L2_51631.,0.463095482,-2.825577792,0.682751339,0.10673027
APIP_51074.,-1.083684881,2.820209063,0.98177531,-1.137610861
XDH_7498.,0.40216593,2.818574512,-0.380333554,-0.516312878
CYP4A11_1579.,-1.35733186,2.816787315,-0.390776007,1.166873119
CRISPLD2_83716.,1.773171885,-2.812847022,-0.490034484,0.058111186
KRT31_3881.,1.15926605,-2.809662669,-1.242198303,1.090339447
COL5A2_1290.,-0.702896427,2.805669565,0.113313135,0.005910428
CIAPIN1_57019.,0.56402686,-2.798476484,-0.050681869,1.054607285
EDAR_10913.,-1.596532443,2.797336065,0.559482436,-1.264273709
ACYP2_98.,-0.874802312,2.79638985,0.32683783,-0.450999052
ZNF35_7584.,-0.611923799,2.796242137,-0.123259032,0.437749913
CELA3B_23436.,-1.191909266,2.792912758,-0.568505015,0.534186036
PSMC6_5706.,2.104612555,-2.783698429,-0.864191887,0.92089165
TM7SF3_51768.,-1.182024714,2.782987231,0.098318342,-0.872870472
SLC35D3_340146.,-1.696296428,2.769703483,0.066435108,-0.19501951
TRAF7_84231.,-0.841359524,2.766925923,-0.642219167,-0.59992891
ACTRT3_84517.,-0.914829271,2.765849559,0.094259501,-1.475336338
RNF123_63891.,-1.088477011,2.764087693,-0.563466155,-0.796822953
TP73_7161.,-1.636016708,2.760683743,-1.688171457,0.276208852
SRXN1_140809.,-0.665928015,2.756913376,-0.184191722,0.041634264
C12orf79_256021.,1.489820727,-2.754752404,-0.193763046,1.066159911
PTGER2_5732.,1.555635639,-2.74460729,0.449755691,-1.176936698
ERI3_79033.,-1.345657036,2.744098607,-0.841589702,0.338412937
EPHB2_2048.,-1.602172329,2.740699342,-1.244386865,0.808893257
RAP2B_5912.,-1.303251274,2.727589146,0.449756,-0.38343018
FAM69B_138311.,-1.984069623,2.72689623,-0.10928676,-0.437722191
SIX5_147912.,-0.78531233,2.722773968,0.719196103,0.34946956
RNF10_9921.,0.420346108,-2.707677944,0.727665778,-0.349262754
ZNF821_55565.,1.333230049,-2.705024767,-0.226728268,-0.030133854
SMARCAL1_50485.,-0.942636529,2.704591162,-0.033181363,-1.79078291
PIGL_9487.,-1.689553779,2.699890776,0.223899144,-0.394932416
CR1_1378.,-1.935448578,2.695984801,0.265569789,-1.231860194
PRAMEF14_729528.,-2.051966692,2.694651292,-1.364287168,1.243367932
CNOT6_57472.,0.183540485,-2.692316436,-0.088525887,1.066384164
C16orf89_146556.,-0.855058873,2.689061797,-0.823646151,-0.146858892
LRP5_4041.,-1.509258302,2.685537499,1.115730172,-1.358690434
RPS27L_51065.,-1.301825,2.672397397,0.987634044,-0.948373555
DIP2C_22982.,-1.359058405,2.661080873,0.337078873,-1.326315495
FCN1_2219.,-0.23560838,2.659156505,0.809922459,-2.643832144
MAP3K3_4215.,-0.285708467,2.6564093,-0.32998437,-1.452879324
MEOX1_4222.,0.898771227,-2.655421359,-0.140675157,0.568673278
MRPS18A_55168.,-1.940877661,2.654894964,0.714347664,-0.9487743
USP28_57646.,1.053837893,-2.653456816,-0.152062335,0.640731117
PF4V1_5197.,2.128742201,-2.647278071,0.475537307,-0.339490986
TCF3_6929.,-0.863479118,2.646882625,-0.251587222,-1.249486401
EIF2S2_8894.,-0.456801693,-2.64619902,-0.46952354,0.603602941
SCP2_6342.,-1.547269019,2.634755109,2.14599527,-0.344435365
PDZD7_79955.,-1.521102538,2.633012589,-0.67818378,-0.728890324
MYL9_10398.,0.012475393,-2.619822023,-0.420082408,0.377317455
REV3L_5980.,-0.113746967,-2.616379134,0.768435639,-0.337001386
USP48_84196.,-0.984915333,2.614797659,0.108546396,-0.758833788
MYO1D_4642.,0.996554305,-2.602825022,-1.624316819,0.779286621
PSMD12_5718.,-0.248731621,-2.596951947,-0.326365528,0.875092364
CHL1_10752.,-1.033053373,2.594510096,-0.589008954,0.296584633
ICK_22858.,-1.185422616,2.590752269,0.901960953,-1.201968482
CARD18_59082.,-1.01692666,2.584629662,0.567531699,0.074808887
LDLRAP1_26119.,-1.174264907,2.581051682,-0.848627543,-0.092126135
OXSR1_9943.,-0.857501634,2.580445254,-0.617622253,0.961590235
TNFSF14_8740.,1.538849647,-2.575905645,1.069581492,-0.520053307
GH2_2689.,0.708522253,2.574532507,-0.563326568,-1.09929677
PTPN13_5783.,-0.05045498,-2.573898379,-0.880234657,0.742282021
C20orf96_140680.,-1.881828082,2.563155308,1.328232676,-0.01335409
SF3B2_10992.,-1.072646789,2.56179077,-0.129271595,0.144028983
ZNF536_9745.,1.580781595,-2.560276165,0.439380751,-0.088756688
CRIP2_1397.,-0.199737044,2.558399787,2.400917569,-3.063473002
FAM53B_9679.,-0.240897296,2.557543259,-1.29871361,-0.482928154
C9orf92_100129385.,0.640690392,-2.554555368,-0.482259347,1.058197746
RABL3_285282.,0.391445637,-2.552687951,-0.222107981,1.214113184
CELA2B_51032.,-1.089156734,2.552093254,-0.160400312,0.006985676
RHAG_6005.,-0.942622352,2.550385359,2.730038412,-1.729802444
SULT1A2_6799.,0.240180885,2.550082861,0.947978491,-1.340539451
CMKLR1_1240.,1.062971245,-2.546618149,-0.051732482,0.348463403
HIST1H2BF_8343.,-1.665407338,2.543051483,-0.050820912,0.365254996
TTC8_123016.,-0.980625171,2.539408825,0.340688463,-0.161371902
L3MBTL3_84456.,-1.739702684,2.537559083,0.431490716,-0.411566825
FAM168A_23201.,0.384825665,2.53440565,0.441369651,-1.153834883
SLC25A13_10165.,1.029519058,-2.529709732,-0.155497308,-0.031489539
BFSP2_8419.,-0.038481046,2.527955477,0.706180788,-0.856046031
RPA1_6117.,-0.525389369,2.525976055,0.939103882,-1.21922522
STYX_6815.,0.488901432,-2.521023262,-1.406302395,0.899782862
MAT1A_4143.,-0.176535949,-2.518317771,-0.140368321,1.167849019
CARD17_440068.,-0.346677944,2.517205054,2.156134297,-1.048875637
UNC5D_137970.,0.475591421,-2.512929508,1.154347873,-0.72333169
AGO4_192670.,-0.939346952,2.512754542,-0.03033776,0.804589654
KIF19_124602.,-0.560993093,2.502657159,0.023728822,-2.075905745
NUP54_53371.,0.58698269,-2.498449175,1.056748897,-0.376469901
FXR1_8087.,-1.894553548,2.494643299,0.893500106,-0.83787226
NPDC1_56654.,-1.04468898,2.492401482,2.772788123,-1.843644474
ADM5_199800.,-0.520741859,2.491719917,0.207845693,-0.084618392
FANCC_2176.,0.846968516,-2.491476267,1.458150805,-0.862915499
CYB561_1534.,1.234918203,-2.490045997,-0.953205673,0.190280962
KDM3A_55818.,-2.133077301,2.48781009,0.565379204,-0.696672957
OR6K6_128371.,-0.474858971,-2.486330962,-0.54843047,0.13215604
FANCL_55120.,0.758798135,-2.486069588,0.821609596,-0.173412354
RIN2_54453.,0.244539825,-2.48434077,0.384793304,0.835441408
OR5W2_390148.,-0.659750013,2.480917336,1.909830561,-1.044621851
ITGA8_8516.,1.202049994,-2.478814698,-1.341135643,0.350463233
KLHL10_317719.,0.594656337,-2.477174433,-1.486034153,1.122643641
AXIN1_8312.,-0.81173406,2.471378673,-0.648147311,0.106427427
MDGA2_161357.,1.797606382,-2.470650999,0.260247534,-0.061864199
GSTA2_2939.,-0.569871555,2.469412707,2.029291633,-2.233180323
CAPN2_824.,-0.765563774,2.467235387,0.757058509,-1.856971177
SPATA13_221178.,0.877732187,-2.464322255,-0.074880554,0.482970806
OR1L4_254973.,-0.429881443,2.463974542,0.483273876,-1.713078869
FAM117B_150864.,-1.894067589,2.462649068,1.652193865,-1.603419825
PTGDR_5729.,1.109675661,-2.461516964,0.605352007,-0.833249899
C11orf21_29125.,0.328168275,2.458244455,1.336829056,-2.317753134
C2CD4A_145741.,-1.314365423,2.456668276,0.930924046,-0.316845735
C2orf83_56918.,-0.80942721,2.455775054,-0.725397444,0.578133904
NOTCH2_4853.,-1.831981566,2.451512425,-0.643927962,1.95311183
OR5R1_219479.,-0.179198217,2.450078589,-0.283374241,0.09352845
PRH2_5555.,-0.44494188,2.447612142,1.376593409,-1.877124152
FBLN1_2192.,-0.421487994,2.446846472,0.457661816,-1.409643722
CRACR2A_84766.,-2.00768942,2.442631212,-0.342062999,0.059236475
KRT23_25984.,1.345899188,-2.435120052,-0.190405254,-0.083133793
TMEM151B_441151.,-1.279080959,2.433702471,0.566294783,-0.846457367
OR4X1_390113.,0.998626028,-2.431061022,-0.780122485,0.636280946
RPS12_6206.,1.525043965,-2.428124405,-1.139582439,-0.578520425
ARNT_405.,-1.626940229,2.425054373,-0.846651672,0.302033857
ZNF396_252884.,1.135835567,-2.422907417,1.284553487,-0.161536631
NDUFA11_126328.,-1.1669391,2.420496069,0.398385917,-2.062067229
UGT1A8_54576.,-1.457776094,2.414305726,0.73377656,-0.369112028
LPXN_9404.,-0.818072258,2.411740643,-0.002297278,-0.061509591
BTBD10_84280.,0.869785531,-2.410614338,0.714300416,0.737246674
ACAD11_84129.,-0.933776687,2.403341158,-0.117897784,0.030622723
GNB3_2784.,-0.906664731,2.400062765,-0.168051622,-0.294899235
DLEC1_9940.,-1.124817149,2.398497961,0.570113337,-0.746077021
MTHFD2L_441024.,0.667865922,-2.398081476,0.490984209,-0.564814385
TMEM51_55092.,-0.795642764,2.396365062,-1.505882223,1.422977022
CDK5R2_8941.,-0.84685395,2.394845857,-0.427385057,-0.050529307
COL8A2_1296.,-1.094877599,2.39388386,0.438633197,-0.52109514
CTRC_11330.,-0.858678877,2.393529467,-1.182284146,-0.031159058
MIIP_60672.,-0.756117859,2.39337804,-1.230514005,0.540955622
TERF1_7013.,0.613242529,-2.393192642,0.383582304,-0.443556782
